train running loss, train running l2 error, val loss, val l2 error
6.4505, 0.4830, -1.8286, 0.1296
-1.9837, 0.1445, -2.9660, 0.0602
-2.6725, 0.1009, -3.3965, 0.0457
-2.8519, 0.0929, -3.4526, 0.0555
-2.9614, 0.0884, -3.4871, 0.0415
-3.0233, 0.0862, -3.5582, 0.0554
-3.0654, 0.0851, -3.7920, 0.0341
-3.1565, 0.0819, -3.6744, 0.0405
-3.2059, 0.0815, -3.5259, 0.0381
-3.1774, 0.0834, -3.7952, 0.0376
-3.2480, 0.0814, -3.7144, 0.0376
-3.3173, 0.0783, -3.9946, 0.0321
-3.3590, 0.0780, -4.1427, 0.0366
-3.3902, 0.0778, -3.6768, 0.0440
-3.3709, 0.0780, -4.0181, 0.0321
-3.4159, 0.0773, -4.2149, 0.0266
-3.4973, 0.0764, -4.2143, 0.0330
-3.5046, 0.0766, -4.1468, 0.0274
-3.5362, 0.0762, -4.1612, 0.0345
-3.5299, 0.0766, -4.1802, 0.0267
-3.5606, 0.0759, -4.2464, 0.0266
-3.5875, 0.0759, -4.2046, 0.0302
-3.5668, 0.0757, -4.2515, 0.0364
-3.6111, 0.0755, -4.1713, 0.0378
-3.6027, 0.0754, -4.2776, 0.0274
-3.6246, 0.0761, -4.3235, 0.0286
-3.6395, 0.0758, -4.2813, 0.0297
-3.6375, 0.0758, -4.3386, 0.0307
-3.6560, 0.0757, -4.1985, 0.0286
-3.6767, 0.0758, -4.3689, 0.0300
-3.6827, 0.0762, -4.3828, 0.0254
-3.6741, 0.0763, -4.4154, 0.0254
-3.6746, 0.0759, -4.3283, 0.0287
-3.7021, 0.0756, -4.4174, 0.0302
-3.7288, 0.0748, -4.4202, 0.0268
-3.7411, 0.0753, -4.4547, 0.0286
-3.7276, 0.0758, -4.4271, 0.0235
-3.7311, 0.0754, -4.2497, 0.0312
-3.7250, 0.0756, -4.3970, 0.0295
-3.7571, 0.0752, -4.4306, 0.0240
